uberon_id,mesh_id,uberon_labels,mesh_labels
UBERON_0006767,D005270,acetabular head; capital femoral epiphysis; caput femoris; femoral head; femur head; head of femur; kopf des schenkelbeins,"femoral head; femoral heads; femur head; femur heads; head, femoral; head, femur"
UBERON_0006777,D003336,lamina quadrigemina; quadrigeminal plate; tectal plate,"colliculus commissure, inferior; colliculus commissure, superior; commissure of inferior colliculus; commissure of superior colliculus; corpora quadrigemina; inferior colliculus commissure; inferior colliculus commissures; lamina quadrigemina; mesencephalus, tectum; plate, quadrigeminal; plate, tectal; quadrigeminal plate; quadrigeminal plates; superior colliculus commissure; superior colliculus commissures; tectal plate; tectal plates; tectum mesencephali; tectum mesencephalus"
UBERON_0006801,D058430,caput humeri; head of humerus; humeral head; proximal head of humerus,humeral head; humeral heads; humerus head; humerus heads
UBERON_0006812,D000080383,foramen mentale; foramen mentalis; mental foramen; mental foramina,mental foramen; mental foramina
UBERON_0006842,D042601,lymph capillary; lymphatic capillary,"capillaries, lymphatic; capillary, lymphatic; lymphatic capillaries; lymphatic capillary; lymphatic venule; lymphatic venules; lymphatic vessel; lymphatic vessels; venule, lymphatic; venules, lymphatic; vessel, lymphatic; vessels, lymphatic"
UBERON_0006849,D012540,scapula; scapula bone; scapulae; scapulas; shoulder blade,scapula; scapulae; shoulder blade; shoulder blades
UBERON_0006856,D007401,interrenal; interrenal bodies; interrenal body; interrenal gland; interrenal tissue,"gland, interrenal; glands, interrenal; interrenal gland; interrenal glands"
UBERON_0006869,D004557,electric organ,"electric organ; electric organs; organ, electric; organs, electric"
UBERON_0006907,D018657,red muscle; slow muscle; slow muscle tissue; slow skeletal muscle tissue; slow-twitch skeletal muscle,"fiber, red muscle; fiber, slow-twitch muscle; fibers, red muscle; fibers, slow-twitch muscle; muscle fiber, red; muscle fiber, slow-twitch; muscle fibers, red; muscle fibers, slow twitch; muscle fibers, slow-twitch; muscle fibers, type i; red muscle fiber; red muscle fibers; slow-twitch muscle fiber; slow-twitch muscle fibers"
UBERON_0006908,D018656,fast muscle; fast muscle tissue; fast skeletal muscle tissue; white muscle,"fast-twitch muscle fiber; fast-twitch muscle fibers; fiber, fast-twitch muscle; fiber, intermediate muscle; fiber, white muscle; fibers, fast-twitch muscle; fibers, intermediate muscle; fibers, white muscle; intermediate muscle fiber; intermediate muscle fibers; muscle fiber, fast-twitch; muscle fiber, intermediate; muscle fiber, white; muscle fibers, fast twitch; muscle fibers, fast-twitch; muscle fibers, intermediate; muscle fibers, type ii; muscle fibers, white; white muscle fiber; white muscle fibers"
UBERON_0006956,D009061,buccal mucosa,"buccal mucosa; mouth mucosa; mucosa, mouth; mucosa, oral; oral mucosa"
UBERON_0006967,D006733,horn,horn; horns
UBERON_0006971,D000999,antler,antler; antlers
UBERON_0007023,D000328,adult; adult organism; adults,adult; adults
UBERON_0007105,D014816,ductus vitellinus; embryonic yolk stalk; omphalomesenteric duct; vitelline duct; yolk duct; yolk-stalk,"duct, omphalomesenteric; duct, vitelline; ducts, omphalomesenteric; ducts, vitelline; omphalomesenteric duct; omphalomesenteric ducts; vitelline duct; vitelline ducts"
UBERON_0007106,D002824,chorionic villi; chorionic villous; chorionic villus; embryonic part of placenta; embryonic placenta; fetal part of placenta; fetal placenta; placental villi; placental villous; placental villus; villous chorion; villous of placenta,"chorionic villi; chorionic villus; labyrinth layer, placental; labyrinth of the placenta; labyrinthine placenta; placental labyrinth layer; placental labyrinth layers; placental villi; placental villus; villi, chorionic; villi, placental; villus, chorionic; villus, placental"
UBERON_0007108,D014708,vernix; vernix caseosa,"caseosa, vernix; caseosas, vernix; vernix caseosa; vernix caseosas"
UBERON_0007109,D008470,meconium,meconium; meconiums
UBERON_0007111,D004312,douglas' pouch; cavum douglassi; cul de sac of douglas; cul-de-sac of douglsa; douglas cul-de-sac; douglas pouch; douglas' cul de sac; douglas' cul-de-sac; excavatio recto-uterina; excavatio rectouterina; fossa douglasi; pouch of douglas; recto-uterine pouch; rectouterine excavation; rectouterine pouch; rectouterine space,"cul de sac of douglas; cul de sac, douglas'; cul-de-sac of douglas; cul-de-sac, douglas; cul-de-sac, douglas'; douglas cul-de-sac; douglas pouch; douglas sac; douglas' cul-de-sac; douglas' pouch; pouch, douglas'; pouch, rectouterine; rectouterine pouch; sac of douglas"
UBERON_0007113,D014688,venom; zootoxin,venom; venoms
UBERON_0007115,D014094,deciduous tooth; dentes decidui; primary tooth; temporary tooth,"baby teeth; baby tooth; deciduous dentition; deciduous dentitions; deciduous teeth; deciduous tooth; dentition, deciduous; dentition, primary; dentitions, deciduous; dentitions, primary; milk teeth; milk tooth; primary dentition; primary dentitions; primary teeth; primary tooth; teeth, baby; teeth, deciduous; teeth, milk; teeth, primary; tooth, baby; tooth, deciduous; tooth, milk; tooth, primary"
UBERON_0007116,D014094,baby teeth; deciduous dentition; deciduous teeth; dentes decidui; milk teeth; primary dentition; primary teeth; set of deciduous teeth; set of primary teeth; tooth of primary dentition,"baby teeth; baby tooth; deciduous dentition; deciduous dentitions; deciduous teeth; deciduous tooth; dentition, deciduous; dentition, primary; dentitions, deciduous; dentitions, primary; milk teeth; milk tooth; primary dentition; primary dentitions; primary teeth; primary tooth; teeth, baby; teeth, deciduous; teeth, milk; teeth, primary; tooth, baby; tooth, deciduous; tooth, milk; tooth, primary"
UBERON_0007118,D014472,navel; umbilical part of abdomen; umbilical region; umbilicus,umbilicus
UBERON_0007119,D005272,collum femoris; femoral neck; femur neck; neck of femur; neck of the femur,"femoral neck; femur neck; neck, femoral; neck, femur"
UBERON_0007120,D001641,bicuspid; bicuspid teeth; bicuspid tooth; bicuspids; biscuspid; dens premolaris; dentes premolares; mandibular bicuspid; maxillary bicuspid; maxillary premolar; pm3 (dentistry); praemolares; premolar; premolar teeth; premolar tooth; premolars; præmolares; secondary premolar tooth,bicuspid; bicuspids; premolar; premolars
UBERON_0007132,D060226,anterior kidney; head kidney; kidney marrow,"anterior kidney; anterior kidneys; head kidney; head kidneys; kidney, anterior; kidney, head; kidneys, anterior; kidneys, head"
UBERON_0007222,D000368,elderly; elderly stage; geriatric; geriatric stage; late adult stage,aged; elderly
UBERON_0007228,D014726,vestibular nucleus; vestibular nucleus of acoustic nerve; vestibular nucleus of eighth cranial nerve; vestibular viii nucleus,"medial vestibular nucleus; nuclei, vestibular; nucleus, medial vestibular; nucleus, schwalbe; nucleus, schwalbe's; schwalbe nucleus; schwalbe's nucleus; schwalbes nucleus; vestibular nuclei; vestibular nucleus, medial"
UBERON_0007230,D003689,deiter's nucleus; deiters nucleus; deiters' nucleus; lateral nucleus of deiters; lateral vestibular nucleus; nucleus of deiters; nucleus vestibularis lateralis,"deiter nucleus; deiter's nucleus; deiters nucleus; lateral vestibular nucleus; nucleus vestibularis laterali; nucleus vestibularis lateralis; nucleus vestibularis magnocellulari; nucleus vestibularis magnocellularis; nucleus of deiters; nucleus, deiter; nucleus, deiter's; nucleus, lateral vestibular; vestibular nucleus, lateral; vestibularis laterali, nucleus; vestibularis lateralis, nucleus; vestibularis magnocellulari, nucleus; vestibularis magnocellularis, nucleus"
UBERON_0007249,D000095746,"dao; dorsal accessory inferior olivary nucleus; dorsal accessory olivary nucleus; dorsal accessory olive; inferior olivary complex dorsalaccessory nucleus; inferior olivary complex, dorsal accessory olive; inferior olive dorsal nucleus; inferior olive, dorsal nucleus; nucleus olivaris accessorius posterior; posterior accessory olivary nucleus","accessory olive, dorsal; accessory olive, medial; accessory olives, dorsal; accessory olives, medial; complexus olivaris inferior; dorsal accessory olivary nuclei; dorsal accessory olivary nucleus; dorsal accessory olive; dorsal accessory olives; inferior olivary bodies; inferior olivary body; inferior olivary complex; inferior olivary nuclei; inferior olivary nucleus; inferior, olivary complex; medial accessory olivary nuclei; medial accessory olivary nucleus; medial accessory olive; medial accessory olives; nuclei, inferior olivary; nucleus, inferior olivary; nucleus, principal olivary; olivary body, inferior; olivary complex inferior; olivary complex, inferior; olivary nuclei, inferior; olivary nuclei, principal; olivary nucleus, inferior; olivary nucleus, principal; olive, medial accessory; olive, principal; principal olivary nuclei; principal olivary nucleus; principal olive; principal olives"
UBERON_0007268,D049631,pharyngoesophageal sphincter; upper esophageal sphincter; upper esophageal sphincter muscle; upper oesophageal sphincter,"cricopharyngeus; cricopharyngeus muscle; esophageal sphincter, upper; inferior constrictor of pharynx; inferior pharyngeal constrictor; inferior pharyngeal constrictors; muscle, cricopharyngeus; pharyngeal constrictor, inferior; pharyngeal constrictors, inferior; pharynx inferior constrictor; sphincter, upper esophageal; thyropharyngeus; upper esophageal sphincter"
UBERON_0007311,D013183,expectoration; sputum,"induced sputum; induced sputums; sputum; sputum, induced; sputums; sputums, induced"
UBERON_0007318,D012501,saphenous vein,"saphenous vein; saphenous veins; vein, saphenous; veins, saphenous"
UBERON_0007329,D010183,duct of pancreas; ductus pancreaticus; pancreas duct; pancreatic duct,"accessory pancreatic duct; accessory pancreatic duct of santorini; accessory pancreatic ducts; duct of santorini; duct of wirsung; duct, accessory pancreatic; duct, main pancreatic; duct, pancreatic; duct, santorini's; duct, wirsung's; ducts, pancreatic; duodenal papilla, minor; main pancreatic duct; main pancreatic ducts; minor duodenal papilla; minor duodenal papillas; pancreatic duct; pancreatic duct, accessory; pancreatic duct, main; pancreatic ducts; pancreatic ducts, accessory; papilla, minor duodenal; santorini duct; santorini's duct; wirsung duct; wirsung's duct; wirsungs duct"
UBERON_0007356,D003426,crop; esophageal diverticulum; esophageal pouch,"avian crop; crop, avian"
UBERON_0007357,D011531,proventriculus,proventriculus
UBERON_0007358,D000018,abomasum; fourth stomach; maw; read; rennet-bag; ruminant true stomach,abomasum; abomasums
UBERON_0007361,D012159,reticulum; ruminant reticulum,reticulum; reticulums
UBERON_0007362,D009851,omasum,omasum; omasums
UBERON_0007365,D012417,paunch; rumen,rumen; rumens
UBERON_0007366,D013279,plurilocular stomach; ruminant stomach,"ruminant stomach; ruminant stomachs; stomach, ruminant; stomachs, ruminant"
UBERON_0007378,D004530,egg yolk; yolk,"egg yolk; egg yolks; yolk, egg; yolks, egg"
UBERON_0007412,D066267,midbrain raphe; midbrain raphe nuclei; nuclei raphes tegmenti mesencephali; raphe nuclei of tegmentum of midbrain; raphe nucleus; set of raphe nuclei of tegmentum of midbrain,"midbrain raphe; midbrain raphe nuclei; midbrain raphe nucleus; midbrain raphes; nuclei, midbrain raphe; nuclei, rostral raphe; nucleus, midbrain raphe; nucleus, rostral raphe; raphe nuclei, midbrain; raphe nuclei, rostral; raphe nucleus, midbrain; raphe nucleus, rostral; raphe, midbrain; raphes, midbrain; rostral raphe nuclei; rostral raphe nucleus"
UBERON_0007418,D009897,chiasm; chiasma; decussation; decussation of neuraxis; neural decussation; neuraxis chiasm; neuraxis chiasma; neuraxis decussation,"chiasm, optic; chiasma opticum; chiasma opticums; chiasma, optic; chiasmas, optic; chiasms, optic; decussation, optic; decussations, optic; optic chiasm; optic chiasma; optic chiasmas; optic chiasms; optic decussation; optic decussations; opticum, chiasma; opticums, chiasma"
UBERON_0007610,D016909,tibial artery,"anterior tibial arteries; anterior tibial artery; arteries, anterior tibial; arteries, posterior tibial; arteries, tibial; artery, anterior tibial; artery, posterior tibial; artery, tibial; posterior tibial arteries; posterior tibial artery; tibial arteries; tibial arteries, anterior; tibial arteries, posterior; tibial artery; tibial artery, anterior; tibial artery, posterior"
UBERON_0007616,D013583,layer of synovial tissue; stratum synoviale; synovial layer; synovial membrane; synovial tissue; synovium,"membrana synovialis capsulae articularis; membrane, synovial; membranes, synovial; synovial membrane; synovial membranes; synovium"
UBERON_0007623,D003129,comb and wattle; wattle; wattles and comb,comb wattles; comb; comb and wattles; combs; wattles comb; wattle; wattles; wattles and comb
UBERON_0007625,D010857,eye pigment epithelium; pigment epithelium of eye,eye pigment epithelium; pigment epithelium of eye
UBERON_0007632,D065835,barrington's nucleus; barrington nucleus; nucleus of barrington,"barrington nucleus; barrington's nucleus; barringtons nucleus; nucleus, barrington; nucleus, barrington's"
UBERON_0007634,D065823,parabrachial area; parabrachial complex; parabrachial nuclei; parabrachial nucleus,"lateral parabrachial nucleus; laterali, nucleus parabrachialis; lateralis, nucleus parabrachialis; medial parabrachial nucleus; mediali, nucleus parabrachialis; medialis, nucleus parabrachialis; nucleus parabrachialis laterali; nucleus parabrachialis lateralis; nucleus parabrachialis mediali; nucleus parabrachialis medialis; nucleus, lateral parabrachial; nucleus, medial parabrachial; nucleus, parabrachial; nucleus, subparabrachial; parabrachial nucleus; parabrachial nucleus, lateral; parabrachial nucleus, medial; parabrachialis laterali, nucleus; parabrachialis lateralis, nucleus; parabrachialis mediali, nucleus; parabrachialis medialis, nucleus; subparabrachial nucleus; waist area of the parabrachial nucleus; waist subnucleus of the parabrachial nucleus"
